ts,device_id,device_type,pkt_sec,bytes_sec,dest_count,avg_payload,protocol,patch_status,maintenance_days,is_anomaly
2025-09-02T10:54:03.371523,blood_pressure_monitor_01,blood_pressure_monitor,140.1,4269.1,14,504.21,unknown,unpatched,230,False
2025-09-02T10:54:05.359109,blood_pressure_monitor_01,blood_pressure_monitor,231.2,8290.49,11,699.63,unknown,unpatched,179,False
2025-09-02T10:54:07.356970,blood_pressure_monitor_01,blood_pressure_monitor,343.6,1789.49,6,144.44,unknown,patched,233,False
2025-09-02T10:54:09.363283,blood_pressure_monitor_01,blood_pressure_monitor,19.15,2395.71,13,822.91,unknown,patched,150,False
2025-09-02T10:54:11.369245,pacemaker_01,pacemaker,208.02,1225.08,4,294.72,unknown,patched,200,False
2025-09-02T10:54:13.365046,heart_rate_sensor_02,heart_rate_sensor,144.4,5599.78,6,306.12,unknown,unpatched,95,False
2025-09-02T10:54:15.360587,heart_rate_sensor_02,heart_rate_sensor,262.4,9113.24,6,216.83,unknown,unpatched,312,False
2025-09-02T10:54:17.354998,heart_rate_sensor_02,heart_rate_sensor,160.36,7023.89,0,705.26,unknown,unpatched,347,False
2025-09-02T10:54:19.358721,pacemaker_01,pacemaker,267.64,5530.13,1,496.75,unknown,patched,172,False
2025-09-02T10:54:21.364321,insulin_pump_01,insulin_pump,295.92,5297.7,11,153.14,unknown,unpatched,247,False
2025-09-02T10:54:23.358414,blood_pressure_monitor_01,blood_pressure_monitor,355.54,8098.35,19,260.09,unknown,patched,230,False
2025-09-02T10:54:25.355738,pacemaker_01,pacemaker,263.17,1371.15,2,794.98,unknown,patched,93,False
2025-09-02T10:54:27.360423,insulin_pump_01,insulin_pump,362.08,2386.57,8,53.49,unknown,unpatched,340,False
2025-09-02T10:54:29.364098,blood_pressure_monitor_01,blood_pressure_monitor,262.63,778.0,12,45.7,unknown,patched,314,False
2025-09-02T10:54:31.357368,glucose_monitor_01,glucose_monitor,55.93,6708.86,3,346.46,unknown,patched,308,False
2025-09-02T10:54:33.373805,heart_rate_sensor_02,heart_rate_sensor,216.7,3528.91,13,844.07,unknown,patched,164,False
2025-09-02T10:54:35.357911,blood_pressure_monitor_01,blood_pressure_monitor,417.79,3861.2,19,573.18,unknown,patched,244,False
2025-09-02T10:54:37.367892,heart_rate_sensor_02,heart_rate_sensor,420.94,8815.58,10,278.55,unknown,patched,135,False
2025-09-02T10:54:39.368217,pacemaker_01,pacemaker,306.36,3429.55,8,464.11,unknown,patched,322,False
2025-09-02T10:54:41.360197,glucose_monitor_01,glucose_monitor,54.31,2384.7,9,671.52,unknown,patched,170,False
2025-09-02T10:54:43.366697,pacemaker_01,pacemaker,99.38,770.26,14,914.47,unknown,patched,338,False
2025-09-02T10:54:45.356133,blood_pressure_monitor_01,blood_pressure_monitor,187.79,4297.54,7,375.57,unknown,patched,29,False
2025-09-02T10:54:47.363378,insulin_pump_01,insulin_pump,255.96,8000.55,17,760.72,unknown,patched,158,False
2025-09-02T10:54:49.190140,blood_pressure_monitor_01,blood_pressure_monitor,464.4,9575.47,13,308.71,unknown,patched,202,False
2025-09-02T10:54:49.359675,blood_pressure_monitor_01,blood_pressure_monitor,258.41,7242.11,2,531.87,unknown,patched,226,False
2025-09-02T10:54:51.357449,insulin_pump_01,insulin_pump,250.49,5495.93,7,470.29,unknown,unpatched,68,False
2025-09-02T10:54:53.360160,pacemaker_01,pacemaker,107.38,2681.13,11,216.22,unknown,unpatched,123,False
2025-09-02T10:54:55.357768,heart_rate_sensor_02,heart_rate_sensor,103.14,3865.27,7,714.06,unknown,patched,166,False
2025-09-02T10:54:57.362709,insulin_pump_01,insulin_pump,31.35,7729.59,13,328.47,unknown,patched,151,False
2025-09-02T10:54:59.374690,blood_pressure_monitor_01,blood_pressure_monitor,427.27,2873.7,18,557.09,unknown,patched,309,False
2025-09-02T10:55:01.362063,blood_pressure_monitor_01,blood_pressure_monitor,72.91,1186.81,16,450.04,unknown,patched,37,False
2025-09-02T10:55:03.363518,pacemaker_01,pacemaker,9.03,8782.32,7,493.94,unknown,unpatched,336,False
2025-09-02T10:55:05.367035,pacemaker_01,pacemaker,85.76,7837.1,19,379.96,unknown,patched,69,False
2025-09-02T10:55:07.360651,blood_pressure_monitor_01,blood_pressure_monitor,231.39,8235.98,6,728.93,unknown,patched,199,False
2025-09-02T10:55:09.365162,heart_rate_sensor_02,heart_rate_sensor,116.21,9051.27,16,564.68,unknown,patched,94,False
2025-09-02T10:55:11.366098,pacemaker_01,pacemaker,401.58,7648.88,5,179.19,unknown,patched,249,False
2025-09-02T10:55:13.369364,insulin_pump_01,insulin_pump,479.77,2187.11,2,338.35,unknown,unpatched,30,False
2025-09-02T10:55:15.358191,insulin_pump_01,insulin_pump,463.78,7569.74,4,569.68,unknown,patched,179,False
2025-09-02T10:55:17.358690,insulin_pump_01,insulin_pump,291.85,7722.9,18,449.02,unknown,patched,267,False
2025-09-02T10:55:19.362370,pacemaker_01,pacemaker,56.12,2117.38,15,902.64,unknown,patched,35,False
2025-09-02T10:55:21.358868,heart_rate_sensor_02,heart_rate_sensor,433.72,3558.11,19,944.8,unknown,patched,192,False
2025-09-02T10:55:23.362040,pacemaker_01,pacemaker,45.96,6987.13,13,293.0,unknown,patched,258,False
2025-09-02T10:55:25.358245,insulin_pump_01,insulin_pump,151.88,382.16,2,753.39,unknown,unpatched,357,False
2025-09-02T10:55:27.361522,glucose_monitor_01,glucose_monitor,327.36,6982.46,8,210.46,unknown,patched,219,False
2025-09-02T10:55:29.361035,insulin_pump_01,insulin_pump,415.11,408.5,12,994.39,unknown,patched,357,False
2025-09-02T10:55:31.362742,pacemaker_01,pacemaker,488.2,1238.73,12,212.42,unknown,patched,344,False
2025-09-02T10:55:33.364821,insulin_pump_01,insulin_pump,322.29,8675.56,12,287.57,unknown,patched,202,False
2025-09-02T10:55:35.361747,insulin_pump_01,insulin_pump,297.66,1048.17,18,550.36,unknown,unpatched,199,False
2025-09-02T10:55:37.364734,pacemaker_01,pacemaker,474.35,8971.93,5,907.8,unknown,unpatched,106,False
2025-09-02T10:55:39.360192,pacemaker_01,pacemaker,288.58,8429.72,9,494.9,unknown,patched,150,False
2025-09-02T10:55:41.364039,glucose_monitor_01,glucose_monitor,36.67,4514.65,0,253.2,unknown,patched,349,False
2025-09-02T10:55:43.361614,glucose_monitor_01,glucose_monitor,312.92,3005.17,17,399.32,unknown,unpatched,106,False
2025-09-02T10:55:45.363182,heart_rate_sensor_02,heart_rate_sensor,399.63,1827.5,7,141.43,unknown,patched,1,False
2025-09-02T10:55:47.355825,insulin_pump_01,insulin_pump,25.38,2948.35,15,556.44,unknown,patched,106,False
2025-09-02T10:55:49.197976,blood_pressure_monitor_01,blood_pressure_monitor,273.35,6477.54,0,862.34,unknown,patched,217,False
2025-09-02T10:55:49.366185,heart_rate_sensor_02,heart_rate_sensor,250.5,2766.37,5,92.45,unknown,patched,169,False
2025-09-02T10:55:51.367374,blood_pressure_monitor_01,blood_pressure_monitor,151.91,2997.7,12,528.48,unknown,patched,6,False
2025-09-02T10:55:53.364350,glucose_monitor_01,glucose_monitor,466.21,6892.86,6,962.71,unknown,patched,328,False
2025-09-02T10:55:55.377253,glucose_monitor_01,glucose_monitor,160.65,7494.57,6,463.54,unknown,patched,305,False
2025-09-02T10:55:57.360997,heart_rate_sensor_02,heart_rate_sensor,76.16,8663.84,8,380.39,unknown,unpatched,281,False
2025-09-02T10:55:59.376713,pacemaker_01,pacemaker,19.55,1307.71,11,702.26,unknown,patched,145,False
2025-09-02T10:56:01.358708,blood_pressure_monitor_01,blood_pressure_monitor,158.58,6626.68,6,891.9,unknown,unpatched,77,False
2025-09-02T10:56:03.358003,blood_pressure_monitor_01,blood_pressure_monitor,84.01,9799.57,1,257.62,unknown,patched,302,False
2025-09-02T10:56:05.364242,heart_rate_sensor_02,heart_rate_sensor,494.05,4801.3,0,52.63,unknown,patched,241,False
2025-09-02T10:56:07.353048,heart_rate_sensor_02,heart_rate_sensor,457.45,3945.48,8,867.88,unknown,unpatched,225,False
2025-09-02T10:56:09.353278,blood_pressure_monitor_01,blood_pressure_monitor,323.2,9602.57,19,41.14,unknown,patched,334,False
2025-09-02T10:56:10.645962,heart_rate_sensor_02,heart_rate_sensor,234.04,8775.56,2,960.38,unknown,patched,276,False
2025-09-02T10:56:11.189604,heart_rate_sensor_02,heart_rate_sensor,259.81,3422.07,18,159.55,unknown,unpatched,54,False
2025-09-02T10:56:12.197942,blood_pressure_monitor_01,blood_pressure_monitor,47.79,4232.27,11,760.89,unknown,patched,355,False
2025-09-02T10:56:13.194023,heart_rate_sensor_02,heart_rate_sensor,102.02,6001.8,7,475.12,unknown,patched,22,False
2025-09-02T10:56:13.925173,pacemaker_01,pacemaker,390.67,5881.99,0,788.22,unknown,patched,345,False
2025-09-02T10:56:15.184117,heart_rate_sensor_02,heart_rate_sensor,72.29,360.31,11,932.49,unknown,unpatched,228,False
2025-09-02T10:56:15.369118,glucose_monitor_01,glucose_monitor,57.76,2339.95,12,17.71,unknown,patched,252,False
2025-09-02T10:56:17.182590,heart_rate_sensor_02,heart_rate_sensor,88.08,7928.29,10,788.93,unknown,patched,295,False
2025-09-02T10:56:18.192068,glucose_monitor_01,glucose_monitor,468.16,8863.8,15,399.44,unknown,patched,181,False
2025-09-02T10:56:19.192831,heart_rate_sensor_02,heart_rate_sensor,14.03,7688.34,17,42.99,unknown,unpatched,224,False
2025-09-02T10:56:20.272738,blood_pressure_monitor_01,blood_pressure_monitor,296.86,1237.89,0,314.93,unknown,patched,257,False
2025-09-02T10:56:21.185915,blood_pressure_monitor_01,blood_pressure_monitor,164.31,8355.21,7,204.88,unknown,patched,193,False
2025-09-02T10:56:22.237986,insulin_pump_01,insulin_pump,17.65,7849.74,11,148.1,unknown,unpatched,153,False
2025-09-02T10:56:23.181099,glucose_monitor_01,glucose_monitor,437.07,6180.81,17,956.85,unknown,patched,203,False
2025-09-02T10:56:24.199568,glucose_monitor_01,glucose_monitor,53.18,8662.51,5,651.93,unknown,patched,262,False
2025-09-02T10:56:25.192762,glucose_monitor_01,glucose_monitor,149.03,5645.55,14,764.68,unknown,patched,274,False
2025-09-02T10:56:26.195859,pacemaker_01,pacemaker,152.55,2769.01,7,140.02,unknown,patched,277,False
2025-09-02T10:56:27.187389,blood_pressure_monitor_01,blood_pressure_monitor,325.3,6573.48,13,203.12,unknown,patched,343,False
2025-09-02T10:56:28.190648,heart_rate_sensor_02,heart_rate_sensor,434.8,3017.32,19,69.6,unknown,patched,357,False
2025-09-02T10:56:29.185584,pacemaker_01,pacemaker,116.2,6132.88,3,103.09,unknown,patched,325,False
2025-09-02T10:56:30.191985,heart_rate_sensor_02,heart_rate_sensor,111.88,2421.18,14,763.99,unknown,patched,314,False
2025-09-02T10:56:31.232315,blood_pressure_monitor_01,blood_pressure_monitor,226.7,8844.02,19,764.42,unknown,unpatched,133,False
2025-09-02T10:56:32.199641,blood_pressure_monitor_01,blood_pressure_monitor,79.1,3166.74,6,699.01,unknown,patched,353,False
2025-09-02T10:56:33.182517,blood_pressure_monitor_01,blood_pressure_monitor,381.21,5683.83,3,32.33,unknown,unpatched,324,False
2025-09-02T10:56:33.917007,blood_pressure_monitor_01,blood_pressure_monitor,411.93,3065.11,18,163.7,unknown,patched,258,False
2025-09-02T10:56:35.186668,pacemaker_01,pacemaker,234.6,9141.4,9,70.98,unknown,patched,41,False
2025-09-02T10:56:37.182194,insulin_pump_01,insulin_pump,35.61,7782.1,6,608.66,unknown,patched,174,False
2025-09-02T10:56:39.190937,heart_rate_sensor_02,heart_rate_sensor,150.23,246.2,3,284.08,unknown,unpatched,272,False
2025-09-02T10:56:41.194186,pacemaker_01,pacemaker,354.61,2718.42,13,658.43,unknown,patched,129,False
2025-09-02T10:56:43.186038,blood_pressure_monitor_01,blood_pressure_monitor,125.4,1229.36,16,544.12,unknown,patched,267,False
2025-09-02T10:56:45.199349,insulin_pump_01,insulin_pump,324.01,2965.69,7,245.15,unknown,patched,5,False
2025-09-02T10:56:47.191329,blood_pressure_monitor_01,blood_pressure_monitor,243.93,4982.39,18,166.48,unknown,patched,82,False
2025-09-02T10:56:49.202036,heart_rate_sensor_02,heart_rate_sensor,379.49,3075.45,12,874.65,unknown,patched,240,False
2025-09-02T10:56:51.198173,insulin_pump_01,insulin_pump,237.0,7824.68,9,725.15,unknown,unpatched,110,False
2025-09-02T10:56:53.197453,blood_pressure_monitor_01,blood_pressure_monitor,320.55,3650.28,1,2.86,unknown,patched,27,False
2025-09-02T10:56:55.186106,glucose_monitor_01,glucose_monitor,499.96,9754.65,1,191.75,unknown,patched,135,False
2025-09-02T10:56:57.188628,heart_rate_sensor_02,heart_rate_sensor,56.64,340.15,1,36.09,unknown,patched,347,False
2025-09-02T10:56:59.194381,blood_pressure_monitor_01,blood_pressure_monitor,211.61,8036.94,9,95.25,unknown,patched,31,False
2025-09-02T10:57:01.217922,pacemaker_01,pacemaker,323.6,7521.35,7,744.17,unknown,patched,233,False
2025-09-02T10:57:03.189948,heart_rate_sensor_02,heart_rate_sensor,130.32,3718.15,13,465.39,unknown,patched,88,False
2025-09-02T10:57:05.195660,insulin_pump_01,insulin_pump,437.35,5822.88,15,1013.86,unknown,unpatched,213,False
2025-09-02T10:57:07.190059,glucose_monitor_01,glucose_monitor,186.28,8319.22,12,693.76,unknown,patched,112,False
2025-09-02T10:57:09.195018,insulin_pump_01,insulin_pump,427.52,2105.6,12,985.83,unknown,unpatched,260,False
2025-09-02T10:57:11.188977,heart_rate_sensor_02,heart_rate_sensor,162.53,9990.83,8,883.99,unknown,unpatched,181,False
2025-09-02T10:57:13.199414,heart_rate_sensor_02,heart_rate_sensor,299.24,8990.26,11,255.97,unknown,patched,193,False
2025-09-02T10:57:15.195644,blood_pressure_monitor_01,blood_pressure_monitor,100.41,2560.43,1,731.3,unknown,patched,272,False
2025-09-02T10:57:17.185194,blood_pressure_monitor_01,blood_pressure_monitor,334.73,8093.31,17,144.72,unknown,patched,91,False
2025-09-02T10:57:23.193315,pacemaker_01,pacemaker,369.49,2568.87,15,298.73,unknown,patched,306,False
2025-09-02T10:57:25.192073,glucose_monitor_01,glucose_monitor,234.32,7221.54,14,901.43,unknown,patched,309,False
2025-09-02T10:57:27.192244,blood_pressure_monitor_01,blood_pressure_monitor,335.34,544.91,2,792.28,unknown,unpatched,264,False
2025-09-02T10:57:29.190874,pacemaker_01,pacemaker,65.21,9026.89,2,678.59,unknown,patched,277,False
2025-09-02T10:57:31.187629,glucose_monitor_01,glucose_monitor,178.31,5374.91,9,2.38,unknown,unpatched,265,False
2025-09-02T10:57:33.193942,glucose_monitor_01,glucose_monitor,356.37,6990.44,15,624.51,unknown,unpatched,362,False
2025-09-02T10:57:35.183870,pacemaker_01,pacemaker,246.32,8850.68,1,425.0,unknown,patched,349,False
2025-09-02T10:57:37.193825,pacemaker_01,pacemaker,191.12,2664.59,5,261.58,unknown,patched,239,False
2025-09-02T10:57:39.191812,blood_pressure_monitor_01,blood_pressure_monitor,329.32,6662.67,11,183.73,unknown,patched,38,False
2025-09-02T10:57:41.189573,pacemaker_01,pacemaker,328.34,9268.51,5,6.1,unknown,patched,287,False
2025-09-02T10:57:42.932910,pacemaker_01,pacemaker,181.62,7227.92,16,549.08,unknown,patched,135,False
2025-09-02T10:57:44.931535,glucose_monitor_01,glucose_monitor,60.38,4610.75,18,289.13,unknown,patched,211,False
2025-09-02T10:57:47.185879,glucose_monitor_01,glucose_monitor,243.99,7219.24,19,422.6,unknown,unpatched,281,False
2025-09-02T10:57:49.202880,glucose_monitor_01,glucose_monitor,185.71,9939.13,16,961.13,unknown,patched,45,False
2025-09-02T10:57:51.199627,insulin_pump_01,insulin_pump,490.92,7902.92,19,400.02,unknown,patched,326,False
2025-09-02T10:57:53.185794,glucose_monitor_01,glucose_monitor,139.98,5832.57,14,73.28,unknown,patched,104,False
2025-09-02T10:57:55.186503,glucose_monitor_01,glucose_monitor,25.9,691.61,16,591.6,unknown,unpatched,154,False
2025-09-02T10:57:57.195762,insulin_pump_01,insulin_pump,173.19,862.78,15,783.8,unknown,patched,177,False
2025-09-02T10:57:59.190233,glucose_monitor_01,glucose_monitor,261.05,1190.69,15,23.36,unknown,patched,347,False
2025-09-02T10:58:01.194457,pacemaker_01,pacemaker,184.29,9584.36,2,325.73,unknown,patched,114,False
2025-09-02T10:58:03.198180,pacemaker_01,pacemaker,203.73,1415.76,19,305.52,unknown,patched,277,False
2025-09-02T10:58:05.197829,insulin_pump_01,insulin_pump,295.03,9858.95,4,654.97,unknown,patched,184,False
2025-09-02T10:58:07.195133,insulin_pump_01,insulin_pump,461.95,8681.6,14,423.58,unknown,patched,173,False
2025-09-02T10:58:09.188939,heart_rate_sensor_02,heart_rate_sensor,355.23,6981.88,16,807.77,unknown,patched,348,False
2025-09-02T10:58:11.189736,pacemaker_01,pacemaker,453.88,8996.59,18,440.96,unknown,patched,227,False
2025-09-02T10:58:13.193392,heart_rate_sensor_02,heart_rate_sensor,484.87,8330.63,18,782.81,unknown,unpatched,234,False
2025-09-02T10:58:15.197659,blood_pressure_monitor_01,blood_pressure_monitor,366.47,592.01,13,880.29,unknown,unpatched,160,False
2025-09-02T10:58:17.193335,blood_pressure_monitor_01,blood_pressure_monitor,224.25,3117.68,14,241.01,unknown,patched,58,False
2025-09-02T10:58:19.195998,blood_pressure_monitor_01,blood_pressure_monitor,149.51,7276.14,8,427.82,unknown,unpatched,48,False
2025-09-02T10:58:21.195504,glucose_monitor_01,glucose_monitor,86.37,5700.96,9,150.23,unknown,patched,221,False
2025-09-02T10:58:23.191493,heart_rate_sensor_02,heart_rate_sensor,352.79,3602.08,16,61.34,unknown,patched,98,False
2025-09-02T10:58:25.188689,heart_rate_sensor_02,heart_rate_sensor,491.95,891.21,6,210.37,unknown,patched,42,False
2025-09-02T10:58:27.198861,glucose_monitor_01,glucose_monitor,291.3,2634.29,9,463.76,unknown,patched,92,False
2025-09-02T10:58:29.184043,pacemaker_01,pacemaker,120.78,7659.15,0,836.03,unknown,unpatched,259,False
2025-09-02T10:58:31.190040,blood_pressure_monitor_01,blood_pressure_monitor,81.79,6225.6,18,625.79,unknown,patched,211,False
2025-09-02T10:58:33.189398,glucose_monitor_01,glucose_monitor,56.17,8878.16,4,491.67,unknown,patched,166,False
2025-09-02T10:58:34.930663,pacemaker_01,pacemaker,54.53,1184.86,1,407.83,unknown,patched,351,False
2025-09-02T10:58:36.932811,pacemaker_01,pacemaker,36.8,683.43,19,694.35,unknown,patched,109,False
2025-09-02T10:58:38.925886,pacemaker_01,pacemaker,451.43,1264.29,6,63.71,unknown,patched,238,False
2025-09-02T10:58:40.929913,pacemaker_01,pacemaker,292.48,8993.0,19,234.64,unknown,patched,219,False
2025-09-02T10:58:42.932749,heart_rate_sensor_02,heart_rate_sensor,261.85,7645.74,5,817.79,unknown,patched,115,False
2025-09-02T10:58:44.926472,glucose_monitor_01,glucose_monitor,280.45,6951.08,2,307.05,unknown,patched,95,False
2025-09-02T10:58:46.932638,pacemaker_01,pacemaker,101.41,6944.65,1,741.16,unknown,unpatched,330,False
2025-09-02T10:58:48.932540,heart_rate_sensor_02,heart_rate_sensor,260.95,9202.35,2,370.19,unknown,patched,189,False
2025-09-02T10:58:50.927366,heart_rate_sensor_02,heart_rate_sensor,194.43,6070.04,0,969.44,unknown,patched,11,False
2025-09-02T10:58:53.185353,glucose_monitor_01,glucose_monitor,349.24,8733.91,5,1020.37,unknown,patched,96,False
2025-09-02T10:58:53.257375,glucose_monitor_01,glucose_monitor,306.41,7771.84,1,350.22,unknown,patched,247,False
2025-09-02T10:58:55.186797,heart_rate_sensor_02,heart_rate_sensor,337.98,530.72,10,66.31,unknown,patched,327,False
2025-09-02T10:58:55.259742,pacemaker_01,pacemaker,12.64,7382.66,3,410.15,unknown,patched,295,False
2025-09-02T10:58:57.186081,blood_pressure_monitor_01,blood_pressure_monitor,123.22,9505.12,10,635.75,unknown,patched,96,False
2025-09-02T10:58:57.256749,glucose_monitor_01,glucose_monitor,78.35,4648.24,7,614.19,unknown,patched,2,False
2025-09-02T10:58:59.188921,glucose_monitor_01,glucose_monitor,278.17,2587.72,4,749.47,unknown,patched,56,False
2025-09-02T10:58:59.262438,heart_rate_sensor_02,heart_rate_sensor,403.15,2622.98,17,578.01,unknown,patched,209,False
2025-09-02T10:59:01.197038,blood_pressure_monitor_01,blood_pressure_monitor,403.1,494.33,13,475.42,unknown,unpatched,320,False
2025-09-02T10:59:01.263553,pacemaker_01,pacemaker,248.09,5251.09,19,609.83,unknown,patched,311,False
2025-09-02T10:59:03.189442,heart_rate_sensor_02,heart_rate_sensor,246.86,4518.2,11,764.8,unknown,patched,23,False
2025-09-02T10:59:03.254961,blood_pressure_monitor_01,blood_pressure_monitor,424.51,5352.48,11,1005.59,unknown,patched,204,False
2025-09-02T10:59:05.196523,insulin_pump_01,insulin_pump,110.69,9450.99,13,396.01,unknown,patched,219,False
2025-09-02T10:59:05.267955,heart_rate_sensor_02,heart_rate_sensor,17.61,2376.77,19,615.3,unknown,patched,173,False
2025-09-02T10:59:07.188483,pacemaker_01,pacemaker,399.66,1390.54,10,1011.67,unknown,patched,107,False
2025-09-02T10:59:07.255298,heart_rate_sensor_02,heart_rate_sensor,79.07,1567.48,5,257.2,unknown,unpatched,253,False
2025-09-02T10:59:09.193071,heart_rate_sensor_02,heart_rate_sensor,201.11,7657.69,12,824.77,unknown,patched,260,False
2025-09-02T10:59:09.261403,pacemaker_01,pacemaker,422.28,654.67,0,370.1,unknown,patched,364,False
2025-09-02T10:59:11.188106,blood_pressure_monitor_01,blood_pressure_monitor,189.38,1979.08,5,79.03,unknown,patched,54,False
2025-09-02T10:59:11.252033,heart_rate_sensor_02,heart_rate_sensor,41.65,1351.07,8,543.45,unknown,patched,290,False
2025-09-02T10:59:13.188317,insulin_pump_01,insulin_pump,394.78,1196.82,12,537.56,unknown,patched,115,False
2025-09-02T10:59:13.253014,glucose_monitor_01,glucose_monitor,11.11,7533.58,14,150.8,unknown,patched,143,False
2025-09-02T10:59:15.185156,blood_pressure_monitor_01,blood_pressure_monitor,393.68,2322.14,3,848.54,unknown,patched,229,False
2025-09-02T10:59:15.265477,insulin_pump_01,insulin_pump,443.48,3371.58,10,223.99,unknown,patched,95,False
2025-09-02T10:59:17.191417,pacemaker_01,pacemaker,64.93,5532.04,9,753.7,unknown,patched,13,False
2025-09-02T10:59:17.257895,heart_rate_sensor_02,heart_rate_sensor,49.03,1554.36,10,138.26,unknown,patched,219,False
2025-09-02T10:59:19.202675,blood_pressure_monitor_01,blood_pressure_monitor,229.77,3233.61,4,153.63,unknown,unpatched,235,False
2025-09-02T10:59:19.266477,pacemaker_01,pacemaker,25.87,5400.38,11,983.76,unknown,patched,253,False
2025-09-02T10:59:21.190860,blood_pressure_monitor_01,blood_pressure_monitor,425.75,5867.51,15,373.1,unknown,patched,344,False
2025-09-02T10:59:21.263930,glucose_monitor_01,glucose_monitor,213.75,9130.72,4,19.83,unknown,unpatched,33,False
2025-09-02T10:59:23.184612,glucose_monitor_01,glucose_monitor,366.1,3759.68,7,906.49,unknown,patched,277,False
2025-09-02T10:59:23.266550,heart_rate_sensor_02,heart_rate_sensor,175.83,1144.26,0,420.85,unknown,patched,119,False
2025-09-02T10:59:25.193980,pacemaker_01,pacemaker,363.97,987.62,7,536.12,unknown,patched,221,False
2025-09-02T10:59:25.264998,insulin_pump_01,insulin_pump,274.67,2189.33,18,751.37,unknown,patched,79,False
2025-09-02T10:59:27.189794,insulin_pump_01,insulin_pump,369.74,582.71,11,901.35,unknown,patched,160,False
2025-09-02T10:59:27.256329,blood_pressure_monitor_01,blood_pressure_monitor,156.5,5743.32,15,754.82,unknown,patched,236,False
2025-09-02T10:59:29.192248,blood_pressure_monitor_01,blood_pressure_monitor,397.43,7432.84,3,860.04,unknown,patched,76,False
2025-09-02T10:59:29.265612,insulin_pump_01,insulin_pump,322.19,5695.12,12,467.27,unknown,patched,258,False
2025-09-02T10:59:31.186427,blood_pressure_monitor_01,blood_pressure_monitor,428.37,7285.38,11,394.81,unknown,patched,174,False
2025-09-02T10:59:31.265487,blood_pressure_monitor_01,blood_pressure_monitor,185.0,989.39,10,62.46,unknown,unpatched,213,False
2025-09-02T10:59:33.200811,insulin_pump_01,insulin_pump,259.38,2800.83,11,707.08,unknown,patched,295,False
2025-09-02T10:59:33.268742,insulin_pump_01,insulin_pump,136.28,9600.91,15,221.19,unknown,patched,361,False
2025-09-02T10:59:35.191434,heart_rate_sensor_02,heart_rate_sensor,190.27,6587.12,5,884.77,unknown,patched,183,False
2025-09-02T10:59:35.265590,heart_rate_sensor_02,heart_rate_sensor,483.61,1024.48,12,65.72,unknown,patched,344,False
2025-09-02T10:59:37.203214,glucose_monitor_01,glucose_monitor,390.01,6376.16,10,517.6,unknown,unpatched,17,False
2025-09-02T10:59:37.261486,blood_pressure_monitor_01,blood_pressure_monitor,148.08,9294.38,11,599.68,unknown,patched,69,False
2025-09-02T10:59:39.191320,pacemaker_01,pacemaker,480.35,7004.23,18,309.7,unknown,patched,322,False
2025-09-02T10:59:39.320071,blood_pressure_monitor_01,blood_pressure_monitor,267.7,282.04,16,874.84,unknown,patched,254,False
2025-09-02T10:59:41.192909,glucose_monitor_01,glucose_monitor,157.07,6526.36,0,779.71,unknown,patched,251,False
2025-09-02T10:59:41.264977,heart_rate_sensor_02,heart_rate_sensor,408.16,7215.26,18,277.73,unknown,patched,179,False
2025-09-02T10:59:43.189543,heart_rate_sensor_02,heart_rate_sensor,335.13,2207.78,4,125.51,unknown,patched,29,False
2025-09-02T10:59:43.254164,insulin_pump_01,insulin_pump,256.87,8042.44,13,717.53,unknown,patched,289,False
2025-09-02T10:59:45.189236,heart_rate_sensor_02,heart_rate_sensor,392.18,3919.87,13,715.11,unknown,patched,90,False
2025-09-02T10:59:45.254899,heart_rate_sensor_02,heart_rate_sensor,17.59,8004.48,18,977.22,unknown,patched,204,False
2025-09-02T10:59:47.195710,blood_pressure_monitor_01,blood_pressure_monitor,368.79,5310.56,4,1007.35,unknown,patched,166,False
2025-09-02T10:59:47.255732,blood_pressure_monitor_01,blood_pressure_monitor,81.14,8469.4,2,693.13,unknown,unpatched,196,False
2025-09-02T10:59:49.196453,pacemaker_01,pacemaker,301.3,3069.78,4,514.48,unknown,patched,315,False
2025-09-02T10:59:49.280350,heart_rate_sensor_02,heart_rate_sensor,400.96,8334.51,15,765.3,unknown,unpatched,301,False
2025-09-02T10:59:51.267609,insulin_pump_01,insulin_pump,420.02,5868.67,8,686.63,unknown,patched,265,False
2025-09-02T10:59:53.267007,pacemaker_01,pacemaker,181.37,3434.02,12,722.41,unknown,patched,336,False
2025-09-02T10:59:55.261213,glucose_monitor_01,glucose_monitor,116.58,1460.07,4,807.53,unknown,patched,331,False
2025-09-02T10:59:58.199055,blood_pressure_monitor_01,blood_pressure_monitor,452.58,6844.81,14,377.75,unknown,patched,335,False
2025-09-02T10:59:58.551515,heart_rate_sensor_02,heart_rate_sensor,255.18,3686.88,1,378.49,unknown,patched,119,False
2025-09-02T10:59:58.937095,heart_rate_sensor_02,heart_rate_sensor,5.72,6693.01,2,75.07,unknown,patched,278,False
2025-09-02T11:00:00.191032,glucose_monitor_01,glucose_monitor,237.84,1440.91,2,692.49,unknown,unpatched,358,False
2025-09-02T11:00:00.932301,glucose_monitor_01,glucose_monitor,160.37,1635.43,13,6.44,unknown,unpatched,268,False
2025-09-02T11:00:02.186733,glucose_monitor_01,glucose_monitor,26.37,770.11,11,188.91,unknown,patched,330,False
2025-09-02T11:00:02.927272,blood_pressure_monitor_01,blood_pressure_monitor,139.84,9829.76,13,163.06,unknown,patched,12,False
